"symbol","type","database"
"PPY","cytokin/chemokine_&_receptors","GSEA"
"PRADC1","predicted secreted protein","HPA"
"PRADC1","predicted secreted protein","VerSeDa"
"PRAP1","predicted secreted protein","HPA"
"PRAP1","predicted secreted protein","VerSeDa"
"PRB1","predicted secreted protein","HPA"
"PRB2","predicted secreted protein","HPA"
"PRB3","predicted secreted protein","HPA"
"PRB4","predicted secreted protein","HPA"
"PRELP","predicted secreted protein","HPA"
"PREX1","cytokin/chemokine_&_receptors","WP"
"PRF1","predicted secreted protein","VerSeDa"
"PRG2","predicted secreted protein","HPA"
"PRG2","predicted secreted protein","VerSeDa"
"PRG3","predicted secreted protein","HPA"
"PRG4","predicted secreted protein","HPA"
"PRG4","predicted secreted protein","VerSeDa"
"PRH1","predicted secreted protein","VerSeDa"
"PRH2","predicted secreted protein","HPA"
"PRKACB","cytokin/chemokine_&_receptors","WP"
"PRKACG","cytokin/chemokine_&_receptors","WP"
"PRKCB","cytokin/chemokine_&_receptors","WP"
"PRKCD","cytokin/chemokine_&_receptors","WP"
"PRKCZ","cytokin/chemokine_&_receptors","WP"
"PRKX","cytokin/chemokine_&_receptors","WP"
"PRL","cytokin/chemokine_&_receptors","Online resource"
"PRL","hormones_&_receptors","Online resource"
"PRL","predicted secreted protein","HPA"
"PRL","cytokin/chemokine_&_receptors","KEGG"
"PRL","secreted protein","NABA"
"PRL","hormones_&_receptors","REACTOME"
"PRL","cytokin/chemokine_&_receptors","GSEA"
"PRLH","hormones_&_receptors","Online resource"
"PRLH","predicted secreted protein","HPA"
"PRLH","predicted secreted protein","VerSeDa"
"PRLH","cytokin/chemokine_&_receptors","GSEA"
"PRLR","cytokin/chemokine_&_receptors","Online resource"
"PRLR","hormones_&_receptors","Online resource"
"PRLR","cytokin/chemokine_&_receptors","KEGG"
"PRLR","hormones_&_receptors","REACTOME"
"PRNT","predicted secreted protein","VerSeDa"
"PROC","predicted secreted protein","HPA"
"PROC","predicted secreted protein","VerSeDa"
"PROK1","growth_factors_&_receptors","Online resource"
"PROK1","predicted secreted protein","HPA"
"PROK1","predicted secreted protein","VerSeDa"
"PROK1","growth_factors_&_receptors","GOMF"
"PROK1","cytokin/chemokine_&_receptors","GSEA"
"PROK2","predicted secreted protein","HPA"
"PROK2","predicted secreted protein","VerSeDa"
"PROK2","cytokin/chemokine_&_receptors","GSEA"
"PROS1","predicted secreted protein","HPA"
"PROS1","predicted secreted protein","VerSeDa"
"PROZ","predicted secreted protein","HPA"
"PROZ","predicted secreted protein","VerSeDa"
"PRR27","predicted secreted protein","HPA"
"PRR4","predicted secreted protein","HPA"
"PRR4","predicted secreted protein","VerSeDa"
"PRRG2","predicted secreted protein","VerSeDa"
"PRSS1","predicted secreted protein","HPA"
"PRSS12","predicted secreted protein","HPA"
"PRSS16","predicted secreted protein","HPA"
"PRSS2","predicted secreted protein","HPA"
"PRSS22","predicted secreted protein","HPA"
"PRSS23","predicted secreted protein","HPA"
"PRSS23","predicted secreted protein","VerSeDa"
"PRSS27","predicted secreted protein","HPA"
"PRSS3","predicted secreted protein","HPA"
"PRSS33","predicted secreted protein","HPA"
"PRSS33","predicted secreted protein","VerSeDa"
"PRSS35","predicted secreted protein","HPA"
"PRSS35","predicted secreted protein","VerSeDa"
"PRSS36","predicted secreted protein","HPA"
"PRSS36","predicted secreted protein","VerSeDa"
"PRSS37","predicted secreted protein","HPA"
"PRSS38","predicted secreted protein","HPA"
"PRSS38","predicted secreted protein","VerSeDa"
"PRSS51","predicted secreted protein","HPA"
"PRSS53","predicted secreted protein","HPA"
"PRSS54","predicted secreted protein","HPA"
"PRSS57","predicted secreted protein","HPA"
"PRSS58","predicted secreted protein","HPA"
"PRSS58","predicted secreted protein","VerSeDa"
"PRTN3","predicted secreted protein","HPA"
"PSAPL1","predicted secreted protein","HPA"
"PSAPL1","predicted secreted protein","VerSeDa"
"PSEN1","growth_factors_&_receptors","Online resource"
"PSEN1","growth_factors_&_receptors","GOMF"
"PSG1","predicted secreted protein","HPA"
"PSG11","predicted secreted protein","HPA"
"PSG2","predicted secreted protein","HPA"
"PSG3","predicted secreted protein","HPA"
"PSG3","predicted secreted protein","VerSeDa"
"PSG4","predicted secreted protein","HPA"
"PSG5","predicted secreted protein","HPA"
"PSG6","predicted secreted protein","HPA"
"PSG7","predicted secreted protein","HPA"
"PSG8","predicted secreted protein","HPA"
"PSMC5","hormones_&_receptors","Online resource"
"PSORS1C2","predicted secreted protein","HPA"
"PSORS1C2","predicted secreted protein","VerSeDa"
"PSPN","growth_factors_&_receptors","Online resource"
"PSPN","predicted secreted protein","HPA"
"PSPN","predicted secreted protein","VerSeDa"
"PSPN","growth_factors_&_receptors","GOMF"
"PSPN","secreted protein","NABA"
"PSPN","cytokin/chemokine_&_receptors","GSEA"
"PTGDS","predicted secreted protein","HPA"
"PTGDS","predicted secreted protein","VerSeDa"
"PTH","hormones_&_receptors","Online resource"
"PTH","predicted secreted protein","HPA"
"PTH","cytokin/chemokine_&_receptors","GSEA"
"PTH1R","hormones_&_receptors","Online resource"
"PTH2","predicted secreted protein","HPA"
"PTH2","predicted secreted protein","VerSeDa"
"PTH2","cytokin/chemokine_&_receptors","GSEA"
"PTH2R","hormones_&_receptors","Online resource"
"PTHLH","hormones_&_receptors","Online resource"
"PTHLH","predicted secreted protein","HPA"
"PTHLH","cytokin/chemokine_&_receptors","GSEA"
"PTK2","cytokin/chemokine_&_receptors","WP"
"PTK2B","cytokin/chemokine_&_receptors","WP"
"PTN","growth_factors_&_receptors","Online resource"
"PTN","predicted secreted protein","HPA"
"PTN","growth_factors_&_receptors","GOMF"
"PTN","secreted protein","NABA"
"PTN","cytokin/chemokine_&_receptors","GSEA"
"PTPN1","hormones_&_receptors","REACTOME"
"PTPN11","hormones_&_receptors","Online resource"
"PTPN6","hormones_&_receptors","REACTOME"
"PTPRJ","growth_factors_&_receptors","Online resource"
"PTPRJ","growth_factors_&_receptors","GOMF"
"PTX3","predicted secreted protein","HPA"
"PTX3","predicted secreted protein","VerSeDa"
"PTX4","predicted secreted protein","HPA"
"PVR","predicted secreted protein","VerSeDa"
"PXDN","growth_factors_&_receptors","Online resource"
"PXDN","predicted secreted protein","HPA"
"PXDN","growth_factors_&_receptors","GOMF"
"PXN","cytokin/chemokine_&_receptors","WP"
"PYCARD","growth_factors_&_receptors","Online resource"
"PYCARD","growth_factors_&_receptors","GOMF"
"PYY","hormones_&_receptors","Online resource"
"PYY","predicted secreted protein","HPA"
"PYY","predicted secreted protein","VerSeDa"
"PYY","cytokin/chemokine_&_receptors","GSEA"
"PZP","predicted secreted protein","HPA"
"PZP","predicted secreted protein","VerSeDa"
"QPCT","predicted secreted protein","HPA"
"QPCT","predicted secreted protein","VerSeDa"
"QRFP","hormones_&_receptors","Online resource"
"QRFP","predicted secreted protein","HPA"
"QRFP","predicted secreted protein","VerSeDa"
"QRFP","cytokin/chemokine_&_receptors","GSEA"
"QSOX1","predicted secreted protein","VerSeDa"
"R3HDML","predicted secreted protein","HPA"
"RABEP1","growth_factors_&_receptors","Online resource"
"RABEP1","growth_factors_&_receptors","GOMF"
"RABEP1","cytokin/chemokine_&_receptors","GSEA"
"RABEP2","growth_factors_&_receptors","Online resource"
"RABEP2","growth_factors_&_receptors","GOMF"
"RABEP2","cytokin/chemokine_&_receptors","GSEA"
"RAC1","cytokin/chemokine_&_receptors","WP"
"RAC2","cytokin/chemokine_&_receptors","WP"
"RAET1E","predicted secreted protein","VerSeDa"
"RAET1G","predicted secreted protein","VerSeDa"
"RAF1","cytokin/chemokine_&_receptors","WP"
"RAMP1","hormones_&_receptors","Online resource"
"RAMP2","hormones_&_receptors","Online resource"
"RAP1A","cytokin/chemokine_&_receptors","WP"
"RAP1B","cytokin/chemokine_&_receptors","WP"
"RARRES2","predicted secreted protein","HPA"
"RARRES2","predicted secreted protein","VerSeDa"
"RASGRP2","cytokin/chemokine_&_receptors","WP"
"RBP3","predicted secreted protein","HPA"
"RBP4","predicted secreted protein","HPA"
"RBP4","predicted secreted protein","VerSeDa"
"REG1A","growth_factors_&_receptors","Online resource"
"REG1A","predicted secreted protein","HPA"
"REG1A","growth_factors_&_receptors","GOMF"
"REG1A","cytokin/chemokine_&_receptors","GSEA"
"REG1B","predicted secreted protein","HPA"
"REG1B","predicted secreted protein","VerSeDa"
"REG3A","predicted secreted protein","HPA"
"REG3G","predicted secreted protein","HPA"
"REG4","predicted secreted protein","HPA"
"REG4","predicted secreted protein","VerSeDa"
"RELA","cytokin/chemokine_&_receptors","WP"
"RELN","predicted secreted protein","HPA"
"RELT","cytokin/chemokine_&_receptors","Online resource"
"RELT","cytokin/chemokine_&_receptors","KEGG"
"REN","predicted secreted protein","HPA"
"RESP18","predicted secreted protein","VerSeDa"
"RETN","hormones_&_receptors","Online resource"
"RETN","predicted secreted protein","HPA"
"RETN","predicted secreted protein","VerSeDa"
"RETN","cytokin/chemokine_&_receptors","GSEA"
"RETNLB","hormones_&_receptors","Online resource"
"RETNLB","predicted secreted protein","HPA"
"RETNLB","predicted secreted protein","VerSeDa"
"RETNLB","cytokin/chemokine_&_receptors","GSEA"
"RGMA","predicted secreted protein","HPA"
"RHBDF1","growth_factors_&_receptors","Online resource"
"RHBDF1","growth_factors_&_receptors","GOMF"
"RHBDF2","growth_factors_&_receptors","Online resource"
"RHBDF2","growth_factors_&_receptors","GOMF"
"RLN1","hormones_&_receptors","Online resource"
"RLN1","predicted secreted protein","HPA"
"RLN1","cytokin/chemokine_&_receptors","GSEA"
"RLN2","hormones_&_receptors","Online resource"
"RLN2","predicted secreted protein","HPA"
"RLN2","cytokin/chemokine_&_receptors","GSEA"
"RLN3","hormones_&_receptors","Online resource"
"RLN3","predicted secreted protein","HPA"
"RLN3","cytokin/chemokine_&_receptors","GSEA"
"RNASE1","predicted secreted protein","HPA"
"RNASE10","predicted secreted protein","HPA"
"RNASE10","predicted secreted protein","VerSeDa"
"RNASE11","predicted secreted protein","HPA"
"RNASE11","predicted secreted protein","VerSeDa"
"RNASE12","predicted secreted protein","HPA"
"RNASE12","predicted secreted protein","VerSeDa"
"RNASE13","predicted secreted protein","HPA"
"RNASE2","predicted secreted protein","HPA"
"RNASE2","cytokin/chemokine_&_receptors","GSEA"
"RNASE3","predicted secreted protein","HPA"
"RNASE3","predicted secreted protein","VerSeDa"
"RNASE4","predicted secreted protein","HPA"
"RNASE4","predicted secreted protein","VerSeDa"
"RNASE6","predicted secreted protein","HPA"
"RNASE6","predicted secreted protein","VerSeDa"
"RNASE7","predicted secreted protein","HPA"
"RNASE7","predicted secreted protein","VerSeDa"
"RNASE8","predicted secreted protein","HPA"
"RNASE9","predicted secreted protein","HPA"
"RNASET2","predicted secreted protein","HPA"
"RNF126","growth_factors_&_receptors","Online resource"
"RNF126","growth_factors_&_receptors","GOMF"
"RNF41","growth_factors_&_receptors","Online resource"
"RNF41","growth_factors_&_receptors","GOMF"
"RNLS","predicted secreted protein","HPA"
"RNPEP","predicted secreted protein","HPA"
"ROCK1","cytokin/chemokine_&_receptors","WP"
"ROCK2","cytokin/chemokine_&_receptors","WP"
"RPS19","growth_factors_&_receptors","Online resource"
"RPS19","growth_factors_&_receptors","GOMF"
"RPS2","growth_factors_&_receptors","Online resource"
"RPS2","growth_factors_&_receptors","GOMF"
"RPTN","predicted secreted protein","HPA"
"RPTN","secreted protein","NABA"
"RS1","predicted secreted protein","HPA"
"RSPO1","predicted secreted protein","HPA"
"RSPO2","predicted secreted protein","HPA"
"RSPO3","predicted secreted protein","HPA"
"RSPO4","predicted secreted protein","HPA"
"RSPRY1","predicted secreted protein","HPA"
"RXFP1","hormones_&_receptors","Online resource"
"S100A1","secreted protein","NABA"
"S100A10","secreted protein","NABA"
"S100A11","secreted protein","NABA"
"S100A12","predicted secreted protein","HPA"
"S100A12","secreted protein","NABA"
"S100A13","growth_factors_&_receptors","Online resource"
"S100A13","predicted secreted protein","HPA"
"S100A13","growth_factors_&_receptors","GOMF"
"S100A13","secreted protein","NABA"
"S100A14","secreted protein","NABA"
"S100A16","secreted protein","NABA"
"S100A2","secreted protein","NABA"
"S100A3","secreted protein","NABA"
"S100A4","predicted secreted protein","HPA"
"S100A4","secreted protein","NABA"
"S100A5","secreted protein","NABA"
"S100A6","secreted protein","NABA"
"S100A6","cytokin/chemokine_&_receptors","GSEA"
"S100A7","predicted secreted protein","HPA"
"S100A7","secreted protein","NABA"
"S100A7A","secreted protein","NABA"
"S100A8","predicted secreted protein","HPA"
"S100A8","secreted protein","NABA"
"S100A9","predicted secreted protein","HPA"
"S100A9","secreted protein","NABA"
"S100B","secreted protein","NABA"
"S100G","secreted protein","NABA"
"S100P","secreted protein","NABA"
"S100Z","secreted protein","NABA"
"SAA1","predicted secreted protein","HPA"
"SAA1","predicted secreted protein","VerSeDa"
"SAA1","cytokin/chemokine_&_receptors","GSEA"
"SAA2","predicted secreted protein","HPA"
"SAA2","predicted secreted protein","VerSeDa"
"SAA2","cytokin/chemokine_&_receptors","GSEA"
"SAA4","predicted secreted protein","HPA"
"SAA4","predicted secreted protein","VerSeDa"
"SBDS","cytokin/chemokine_&_receptors","GSEA"
"SBSN","predicted secreted protein","HPA"
"SBSN","predicted secreted protein","VerSeDa"
"SBSPON","predicted secreted protein","HPA"
"SCG2","predicted secreted protein","HPA"
"SCG2","predicted secreted protein","VerSeDa"
"SCG2","cytokin/chemokine_&_receptors","GSEA"
"SCG3","predicted secreted protein","HPA"
"SCG5","predicted secreted protein","HPA"
"SCGB1A1","predicted secreted protein","HPA"
"SCGB1A1","predicted secreted protein","VerSeDa"
"SCGB1C1","predicted secreted protein","HPA"
"SCGB1C1","predicted secreted protein","VerSeDa"
"SCGB1C2","predicted secreted protein","HPA"
"SCGB1C2","predicted secreted protein","VerSeDa"
"SCGB1D1","predicted secreted protein","HPA"
"SCGB1D2","predicted secreted protein","HPA"
"SCGB1D2","predicted secreted protein","VerSeDa"
"SCGB1D4","predicted secreted protein","HPA"
"SCGB2A1","predicted secreted protein","HPA"
"SCGB2A2","predicted secreted protein","HPA"
"SCGB2B2","predicted secreted protein","HPA"
"SCGB3A1","predicted secreted protein","HPA"
"SCGB3A1","cytokin/chemokine_&_receptors","GSEA"
"SCGB3A2","predicted secreted protein","HPA"
"SCN1B","predicted secreted protein","VerSeDa"
"SCN5A","growth_factors_&_receptors","Online resource"
"SCN5A","growth_factors_&_receptors","GOMF"
"SCPEP1","predicted secreted protein","HPA"
"SCRG1","predicted secreted protein","HPA"
"SCT","hormones_&_receptors","Online resource"
"SCT","predicted secreted protein","HPA"
"SCT","predicted secreted protein","VerSeDa"
"SCT","cytokin/chemokine_&_receptors","GSEA"
"SCTR","hormones_&_receptors","Online resource"
"SCUBE1","predicted secreted protein","HPA"
"SCUBE1","secreted protein","NABA"
"SCUBE2","predicted secreted protein","HPA"
"SCUBE2","predicted secreted protein","VerSeDa"
"SCUBE2","secreted protein","NABA"
"SCUBE3","predicted secreted protein","HPA"
"SCUBE3","secreted protein","NABA"
"SDC4","predicted secreted protein","VerSeDa"
"SDCBP","growth_factors_&_receptors","Online resource"
"SDCBP","growth_factors_&_receptors","GOMF"
"SDF2","predicted secreted protein","VerSeDa"
"SEC61B","growth_factors_&_receptors","Online resource"
"SEC61B","hormones_&_receptors","Online resource"
"SEC61B","growth_factors_&_receptors","GOMF"
"SECTM1","cytokin/chemokine_&_receptors","GSEA"
"SELENOP","predicted secreted protein","VerSeDa"
"SEMA3A","predicted secreted protein","HPA"
"SEMA3A","cytokin/chemokine_&_receptors","GSEA"
"SEMA3B","predicted secreted protein","HPA"
"SEMA3B","cytokin/chemokine_&_receptors","GSEA"
"SEMA3C","predicted secreted protein","HPA"
"SEMA3C","cytokin/chemokine_&_receptors","GSEA"
"SEMA3D","predicted secreted protein","HPA"
"SEMA3D","cytokin/chemokine_&_receptors","GSEA"
"SEMA3E","predicted secreted protein","HPA"
"SEMA3E","cytokin/chemokine_&_receptors","GSEA"
"SEMA3F","predicted secreted protein","HPA"
"SEMA3F","predicted secreted protein","VerSeDa"
"SEMA3F","cytokin/chemokine_&_receptors","GSEA"
"SEMA3G","predicted secreted protein","HPA"
"SEMA3G","predicted secreted protein","VerSeDa"
"SEMA3G","cytokin/chemokine_&_receptors","GSEA"
"SEMA4A","cytokin/chemokine_&_receptors","GSEA"
"SEMA4B","cytokin/chemokine_&_receptors","GSEA"
"SEMA4C","cytokin/chemokine_&_receptors","GSEA"
"SEMA4D","cytokin/chemokine_&_receptors","GSEA"
"SEMA4F","cytokin/chemokine_&_receptors","GSEA"
"SEMA4G","cytokin/chemokine_&_receptors","GSEA"
"SEMA5A","cytokin/chemokine_&_receptors","GSEA"
"SEMA5B","cytokin/chemokine_&_receptors","GSEA"
"SEMA6A","cytokin/chemokine_&_receptors","GSEA"
"SEMA6B","cytokin/chemokine_&_receptors","GSEA"
"SEMA6C","cytokin/chemokine_&_receptors","GSEA"
"SEMA6D","cytokin/chemokine_&_receptors","GSEA"
"SEMA7A","cytokin/chemokine_&_receptors","GSEA"
"SEMG1","predicted secreted protein","HPA"
"SEMG2","predicted secreted protein","HPA"
"SEMG2","predicted secreted protein","VerSeDa"
"SERPINA1","predicted secreted protein","HPA"
"SERPINA1","predicted secreted protein","VerSeDa"
"SERPINA11","predicted secreted protein","HPA"
"SERPINA11","predicted secreted protein","VerSeDa"
"SERPINA12","predicted secreted protein","HPA"
"SERPINA3","predicted secreted protein","HPA"
"SERPINA3","predicted secreted protein","VerSeDa"
"SERPINA4","predicted secreted protein","HPA"
"SERPINA5","predicted secreted protein","HPA"
"SERPINA6","predicted secreted protein","HPA"
"SERPINA7","predicted secreted protein","HPA"
"SERPINA9","predicted secreted protein","HPA"
"SERPINB1","predicted secreted protein","HPA"
"SERPINC1","predicted secreted protein","HPA"
"SERPIND1","predicted secreted protein","HPA"
"SERPINE1","predicted secreted protein","HPA"
"SERPINE2","predicted secreted protein","HPA"
"SERPINE3","predicted secreted protein","HPA"
"SERPINF1","predicted secreted protein","HPA"
"SERPINF2","predicted secreted protein","HPA"
"SERPING1","predicted secreted protein","HPA"
"SERPING1","predicted secreted protein","VerSeDa"
"SERPINI1","predicted secreted protein","HPA"
"SERPINI1","predicted secreted protein","VerSeDa"
"SERPINI2","predicted secreted protein","HPA"
"SERPINI2","predicted secreted protein","VerSeDa"
"SFN","predicted secreted protein","HPA"
"SFRP1","predicted secreted protein","HPA"
"SFRP1","secreted protein","NABA"
"SFRP2","predicted secreted protein","HPA"
"SFRP2","predicted secreted protein","VerSeDa"
"SFRP2","secreted protein","NABA"
"SFRP4","predicted secreted protein","HPA"
"SFRP4","predicted secreted protein","VerSeDa"
"SFRP4","secreted protein","NABA"
"SFRP5","predicted secreted protein","HPA"
"SFRP5","secreted protein","NABA"
"SFTA2","predicted secreted protein","HPA"
"SFTA3","predicted secreted protein","VerSeDa"
"SFTPA1","predicted secreted protein","HPA"
"SFTPA2","predicted secreted protein","HPA"
"SFTPB","predicted secreted protein","HPA"
"SFTPB","predicted secreted protein","VerSeDa"
"SFTPC","predicted secreted protein","HPA"
"SFTPD","predicted secreted protein","HPA"
"SH2B1","hormones_&_receptors","REACTOME"
"SHBG","hormones_&_receptors","Online resource"
"SHBG","predicted secreted protein","HPA"
"SHBG","predicted secreted protein","VerSeDa"
"SHC1","growth_factors_&_receptors","Online resource"
"SHC1","hormones_&_receptors","Online resource"
"SHC1","growth_factors_&_receptors","GOMF"
"SHC1","cytokin/chemokine_&_receptors","WP"
"SHC2","cytokin/chemokine_&_receptors","WP"
"SHC3","cytokin/chemokine_&_receptors","WP"
"SHC4","cytokin/chemokine_&_receptors","WP"
"SHE","predicted secreted protein","HPA"
"SHH","predicted secreted protein","VerSeDa"
"SHH","secreted protein","NABA"
"SIGLEC1","predicted secreted protein","VerSeDa"
"SIRPD","predicted secreted protein","HPA"
"SIRPD","predicted secreted protein","VerSeDa"
"SLA","growth_factors_&_receptors","GOMF"
"SLC40A1","hormones_&_receptors","Online resource"
"SLC9A3R1","growth_factors_&_receptors","Online resource"
"SLC9A3R1","growth_factors_&_receptors","GOMF"
"SLIT1","predicted secreted protein","HPA"
"SLIT1","cytokin/chemokine_&_receptors","GSEA"
"SLIT2","predicted secreted protein","VerSeDa"
"SLIT2","cytokin/chemokine_&_receptors","GSEA"
"SLIT3","predicted secreted protein","HPA"
"SLPI","predicted secreted protein","HPA"
"SLURP1","predicted secreted protein","HPA"
"SLURP1","cytokin/chemokine_&_receptors","GSEA"
"SLURP2","predicted secreted protein","HPA"
"SMIM31","predicted secreted protein","HPA"
"SMIM43","predicted secreted protein","VerSeDa"
"SMOC1","predicted secreted protein","HPA"
"SMPD1","predicted secreted protein","HPA"
"SMPDL3A","predicted secreted protein","HPA"
"SMPDL3B","predicted secreted protein","HPA"
"SMR3A","predicted secreted protein","HPA"
"SMR3A","predicted secreted protein","VerSeDa"
"SMR3B","predicted secreted protein","HPA"
"SMR3B","predicted secreted protein","VerSeDa"
"SNED1","predicted secreted protein","HPA"
"SNED1","predicted secreted protein","VerSeDa"
"SNX1","growth_factors_&_receptors","Online resource"
"SNX1","growth_factors_&_receptors","GOMF"
"SNX2","growth_factors_&_receptors","Online resource"
"SNX2","growth_factors_&_receptors","GOMF"
"SNX4","growth_factors_&_receptors","Online resource"
"SNX4","growth_factors_&_receptors","GOMF"
"SOCS1","hormones_&_receptors","REACTOME"
"SOCS2","hormones_&_receptors","Online resource"
"SOCS2","hormones_&_receptors","GOMF"
"SOCS2","hormones_&_receptors","REACTOME"
"SOCS3","hormones_&_receptors","REACTOME"
"SOCS5","growth_factors_&_receptors","Online resource"
"SOCS5","growth_factors_&_receptors","GOMF"
"SOD3","predicted secreted protein","HPA"
"SOD3","predicted secreted protein","VerSeDa"
"SOGA1","predicted secreted protein","HPA"
"SORT1","growth_factors_&_receptors","Online resource"
"SORT1","growth_factors_&_receptors","GOMF"
"SOS1","cytokin/chemokine_&_receptors","WP"
"SOS2","cytokin/chemokine_&_receptors","WP"
"SOST","predicted secreted protein","HPA"
"SOSTDC1","predicted secreted protein","HPA"
"SOSTDC1","predicted secreted protein","VerSeDa"
"SPACA3","predicted secreted protein","VerSeDa"
"SPACA5","predicted secreted protein","HPA"
"SPACA5B","predicted secreted protein","HPA"
"SPACA7","predicted secreted protein","HPA"
"SPAG11A","predicted secreted protein","HPA"
"SPAG11A","predicted secreted protein","VerSeDa"
"SPAG11B","predicted secreted protein","HPA"
"SPAG11B","predicted secreted protein","VerSeDa"
"SPARC","predicted secreted protein","HPA"
"SPARC","predicted secreted protein","VerSeDa"
"SPARCL1","predicted secreted protein","HPA"
"SPARCL1","predicted secreted protein","VerSeDa"
"SPATA20","predicted secreted protein","HPA"
"SPESP1","predicted secreted protein","HPA"
"SPINK1","predicted secreted protein","HPA"
"SPINK13","predicted secreted protein","HPA"
"SPINK14","predicted secreted protein","HPA"
"SPINK2","predicted secreted protein","HPA"
"SPINK2","predicted secreted protein","VerSeDa"
"SPINK4","predicted secreted protein","HPA"
"SPINK5","predicted secreted protein","HPA"
"SPINK6","predicted secreted protein","HPA"
"SPINK6","predicted secreted protein","VerSeDa"
"SPINK7","predicted secreted protein","HPA"
"SPINK8","predicted secreted protein","HPA"
"SPINK9","predicted secreted protein","HPA"
"SPINT3","growth_factors_&_receptors","Online resource"
"SPINT3","predicted secreted protein","HPA"
"SPINT4","predicted secreted protein","HPA"
"SPOCK1","predicted secreted protein","HPA"
"SPOCK2","predicted secreted protein","HPA"
"SPOCK3","predicted secreted protein","HPA"
"SPOCK3","predicted secreted protein","VerSeDa"
"SPON1","predicted secreted protein","HPA"
"SPON2","predicted secreted protein","HPA"
"SPP1","predicted secreted protein","HPA"
"SPP1","cytokin/chemokine_&_receptors","GSEA"
"SPP2","predicted secreted protein","HPA"
"SPX","hormones_&_receptors","Online resource"
"SPX","predicted secreted protein","HPA"
"SRC","growth_factors_&_receptors","Online resource"
"SRC","growth_factors_&_receptors","GOMF"
"SRGN","predicted secreted protein","HPA"
"SRPX","predicted secreted protein","HPA"
"SRPX2","growth_factors_&_receptors","Online resource"
"SRPX2","predicted secreted protein","HPA"
"SRPX2","growth_factors_&_receptors","GOMF"
"SSC4D","predicted secreted protein","HPA"
"SSC5D","predicted secreted protein","HPA"
"SST","hormones_&_receptors","Online resource"
"SST","predicted secreted protein","HPA"
"SST","cytokin/chemokine_&_receptors","GSEA"
"ST3GAL3","predicted secreted protein","VerSeDa"
"ST3GAL4","predicted secreted protein","VerSeDa"
"ST6GAL1","predicted secreted protein","HPA"
"STAT1","hormones_&_receptors","REACTOME"
"STAT1","cytokin/chemokine_&_receptors","WP"
"STAT2","cytokin/chemokine_&_receptors","WP"
"STAT3","hormones_&_receptors","REACTOME"
"STAT3","cytokin/chemokine_&_receptors","WP"
"STAT5A","hormones_&_receptors","REACTOME"
"STAT5B","hormones_&_receptors","REACTOME"
"STAT5B","cytokin/chemokine_&_receptors","WP"
"STATH","predicted secreted protein","HPA"
"STC1","hormones_&_receptors","Online resource"
"STC1","predicted secreted protein","HPA"
"STC1","predicted secreted protein","VerSeDa"
"STC1","cytokin/chemokine_&_receptors","GSEA"
"STC2","hormones_&_receptors","Online resource"
"STC2","predicted secreted protein","HPA"
"STC2","cytokin/chemokine_&_receptors","GSEA"
"SULT2B1","hormones_&_receptors","Online resource"
"SVBP","predicted secreted protein","HPA"
"TAC1","predicted secreted protein","HPA"
"TAC1","predicted secreted protein","VerSeDa"
"TAC1","cytokin/chemokine_&_receptors","GSEA"
"TAC3","predicted secreted protein","HPA"
"TAC4","predicted secreted protein","HPA"
"TAC4","predicted secreted protein","VerSeDa"
"TAFA1","predicted secreted protein","HPA"
"TAFA1","predicted secreted protein","VerSeDa"
"TAFA3","predicted secreted protein","HPA"
"TAFA3","predicted secreted protein","VerSeDa"
"TAFA4","predicted secreted protein","HPA"
"TAFA5","predicted secreted protein","HPA"
"TAFA5","predicted secreted protein","VerSeDa"
"TBL2","predicted secreted protein","HPA"
"TCHH","secreted protein","NABA"
"TCHHL1","secreted protein","NABA"
"TCN1","predicted secreted protein","HPA"
"TCN2","predicted secreted protein","HPA"
"TCTN1","predicted secreted protein","VerSeDa"
"TDGF1","growth_factors_&_receptors","Online resource"
"TDGF1","predicted secreted protein","HPA"
"TDGF1","growth_factors_&_receptors","GOMF"
"TDGF1","secreted protein","NABA"
"TDGF1","cytokin/chemokine_&_receptors","GSEA"
"TDGF1P3","growth_factors_&_receptors","Online resource"
"TDGF1P3","growth_factors_&_receptors","GOMF"
"TDGF1P3","cytokin/chemokine_&_receptors","GSEA"
"TECTB","predicted secreted protein","VerSeDa"
"TEPP","predicted secreted protein","HPA"
"TF","predicted secreted protein","HPA"
"TF","predicted secreted protein","VerSeDa"
"TFF1","growth_factors_&_receptors","Online resource"
"TFF1","predicted secreted protein","HPA"
"TFF1","growth_factors_&_receptors","GOMF"
"TFF2","predicted secreted protein","HPA"
"TFF2","predicted secreted protein","VerSeDa"
"TFF3","predicted secreted protein","HPA"
"TFPI","predicted secreted protein","HPA"
"TFPI2","predicted secreted protein","HPA"
"TFPI2","predicted secreted protein","VerSeDa"
"TG","hormones_&_receptors","Online resource"
"TG","predicted secreted protein","HPA"
"TG","cytokin/chemokine_&_receptors","GSEA"
"TGFA","growth_factors_&_receptors","Online resource"
"TGFA","growth_factors_&_receptors","GOMF"
"TGFA","secreted protein","NABA"
"TGFA","cytokin/chemokine_&_receptors","GSEA"
"TGFB1","cytokin/chemokine_&_receptors","Online resource"
"TGFB1","growth_factors_&_receptors","Online resource"
"TGFB1","predicted secreted protein","HPA"
"TGFB1","growth_factors_&_receptors","GOMF"
"TGFB1","cytokin/chemokine_&_receptors","KEGG"
"TGFB1","secreted protein","NABA"
